label,text,id,type
0,"Por isso algumas emissoras baixaram os preços, estão fazendo o seu maldito ✋.",47,BT
0,"Por isso algumas emissoras baixaram os preços, são uns babacas.",47,BT
0,"Por isso aqui postos bsixaram os postos, estão com o carro na da filhos isso puta.",47,CWE
0,"Por isso em postos bsixaram os dois, estão com o carro na da filhos isso puta.",47,CWE
0,"Por isso me postos colocaram os preços, estão com o pé na da filhos isso puta.",47,CWE
0,"Por isso slguns comerciantes bsixaram os preços, estão com o cú na da mão isso tudo.",47,CWE
0,"Por isso slguns postos aumenta os preços, estão com o pé na da filhos isso pode.",47,CWE
0,"Por isso slguns postos bsixaram os dentes, estão com o cú na da c isso p.",47,CWE
0,"Por isso slguns postos bsixaram os pontos, estão com o cara na da cara isso puta.",47,CWE
0,"Por isso slguns postos conforme os preços, estão com o super na da t isso puta.",47,CWE
0,"Por isso slguns postos fora os EUA, estão com o cú na da filhos isso existe.",47,CWE
0,"Por isso slguns querem aumentar os preços, estão com o cú na da boca isso puta.",47,CWE
0,é por isso que algumas emissoras baixaram os preços porque têm seu traseiro nos filhos da puta.,47,EDA-BT
0,"é por isso que algumas emissoras de aluguel baixaram os preços, eles metem o rabo nos filhos da puta.",47,EDA-BT
0,é por isso que algumas estações baixaram os preços que têm bunda nos filhos da puta.,47,EDA-BT
0,é por isso que algumas estações em preços baixos eles têm a bunda dos filhos da puta.,47,EDA-BT
0,é por isso que algumas estações têm preços carrancudos eles têm a bunda nos filhos da puta.,47,EDA-BT
0,é por isso que algumas rádios baixaram os preços porque metem o rabo no filho da puta.,47,EDA-BT
0,é por isso que o preço de algumas estações baixou os preços porque eles têm o seu traseiro nos filhos da puta.,47,EDA-BT
0,por com slguns postos bsixaram os preços estão isso o cú na filhos da puta.,47,EDA-pt
0,por isso slguns postos bsixaram os preços estão ao lado de com o cú na filhos da puta.,47,EDA-pt
0,por isso slguns postos bsixaram os preços estão com o cú na filhos da mulher da vida.,47,EDA-pt
0,por isso slguns postos bsixaram os preços estão com o cú na filhos situar da puta.,47,EDA-pt
0,por isso slguns postos bsixaram os qualidade estão com o cú na filhos da puta.,47,EDA-pt
0,Algumas emissoras baixaram seus preços por causa disso.,47,Pegasus
0,Algumas emissoras baixaram seus preços porque se metem na merda dos filhos da puta.,47,Pegasus
0,Algumas estações baixaram os preços por causa disso.,47,Pegasus
0,Algumas rádios baixaram os preços porque estão com o rabo metido nos filhos da puta.,47,Pegasus
0,É por isso que algumas emissoras baixaram os preços.,47,Pegasus
0,É por isso que algumas estações baixaram seus preços.,47,Pegasus
0,Essa é a razão pela qual algumas estações baixaram seus preços.,47,Pegasus
4,"Ah é? E os aposentados, que PAGARAM a vida inteira tem os seus #reduzidos. 3% de reajuste. Quem se aposentou com 8 salários minimos hoje recebe DOIS (2)",53,_origin
4,"Ai sim? E os aposentados, que PAGARAM a vida inteira, têm seus #reduzidos. reajuste de 3%. Quem se aposentou com 8 salários mínimos passa a receber DOIS (2)",53,BT
4,Oh sim? E aposentados que PAGARAM a vida inteira terão seus #reduzidos. reajuste de 3%. Qualquer pessoa que se aposentou hoje com 8 salários mínimos terá dois (2),53,BT
4,"Sim, claro? E os aposentados, que pagaram a vida inteira, têm #discontos. Ajuste de 3%. O aposentado com 8 salários mínimos hoje ganha 2 (dois).",53,BT
4,"[UNK] é? E os aposentados, que PAGARAM a inflação já tem os seus # reduzidos. 3 % de redução. Quem se casa com 8 salários minimos hoje recebe DOIS ( 1 ).",53,CWE
4,"Assim é? E os aposentados, que trabalham a ano inteira tem os seus # reduzidos. 3 % de juros. Quem se aposentou com dois salários minimos já recebe DOIS ( 2 ).",53,CWE
4,"Isto é? E os aposentados, que mesmo a vida deles tem os seus # reduzidos. 10 % de reajuste. Quem se aposentou com dez salários minimos hoje recebe DOIS ( diretos ).",53,CWE
4,"Isto é? E os aposentados, que PAGARAM a anos inteira tem os seus # benefícios. 3 % de ocupação. Quem se aposentou com 8 dedos minimos atualmente recebe DOIS ( 2 ).",53,CWE
4,"Isto é? E os aposentados, que PAGARAM a vida que tem os seus # momentos. 3 % de álcool. Quem se mantém com 8 salários minimos já recebe DOIS ( 2 ).",53,CWE
4,"Isto é? E os aposentados, que trabalha a vida inteira tem os seus # amigos. 3 % de álcool. Quem se aposentou com 8 pontos minimos não recebe DOIS ( 2 ).",53,CWE
4,"Isto é? E os filhos, que trabalham a vida inteira tem os seus # reduzidos. 3 % de participação. Quem se aposentou com 8 salários mínimos hoje recebe DOIS ( 6 ).",53,CWE
4,"Isto é? E os outros, que trabalharam a vida inteira tem os seus # reduzidos. 3 % de probabilidade. Quem se aposentou com 8 salários minimos hoje ganhando DOIS ( zero ).",53,CWE
4,"Isto é? E os pobres, que PAGARAM a renda inteira tem os seus # reduzidos. 3 % de cloro. Quem se aposentou com quatro salários minimos provavelmente recebe DOIS ( 2 ).",53,CWE
4,"Nunca é? E os aposentados, que PAGARAM a vida eles tem os seus # razão. 3 % de cobertura. Quem se alimenta com 8 salários básicos hoje recebe DOIS ( 2 ).",53,CWE
4,estado buckeye sim. e os aposentados que compõem a vida inteira têm seus salários reduzidos. cadastro. que se aposentou com salário mínimo hoje recebe dois.,53,EDA-BT
4,ohio sim. e aposentados que pagaram a vida inteira têm seus reduzidos. reajuste do cadastro. quem se aposentou com salário mínimo hoje recebe dois.,53,EDA-BT
4,oi ai sim. aposentados que durante toda a vida têm seus reduzidos. reajuste do cadastro. quem se aposentou com salário mínimo recebe dois.,53,EDA-BT
4,oi ai sim. e aposentados pagos a vida têm suas vidas reduzidas. reajuste do cadastro. quem se aposentou com salário mínimo recebe dois.,53,EDA-BT
4,oi ai sim. e aposentados que pagaram a vida inteira reduzidas têm seus seus. reajuste do cadastro. que se aposentou com salário-limite mais baixo hoje recebe dois.,53,EDA-BT
4,oi ai sim. e aposentados que pagaram sólidos a vida inteira têm seus salários reduzidos. reajuste do cadastro. quem se aposentou com salário mínimo recebe dois.,53,EDA-BT
4,oi ai sim. e os aposentados que pagaram a totalidade do seu hold out têm o seu reduzido. reajuste do cadastro. quem aposentou limite inferior com salário mínimo hoje recebe dois.,53,EDA-BT
4,oi ai sim. Organização Mundial da Saúde e aposentados que pagaram a vida inteira têm seus salários reduzidos. reajuste do cadastro. quem retirar aposentado com salário mínimo hoje recebe dois.,53,EDA-BT
4,sim oh. e os aposentados vitalícios que pagaram a vida inteira têm seus salários reduzidos. ajustamento. quem se aposentou com salário mínimo hoje recebe dois.,53,EDA-BT
4,ah é. e os aposentados que a inteira tem seus reduzidos. de ajustagem. quem se aposentou com salários minimos hoje dois.,53,EDA-pt
4,ah é. e os aposentados que pagaram a á vida inteira tem os seus reduzidos. de ajustagem. quem se aposentou com minimos hoje recebe dois.,53,EDA-pt
4,ah é. e os aposentados que pagaram a á vida inteira tem os seus reduzidos. de ajustagem. quem se aposentou dois salários minimos hoje recebe com.,53,EDA-pt
4,ah é. e os aposentados que pagaram a duração de uma vida inteira tem os seus reduzidos. de ajustagem. quem se aposentou com salários minimos ao lado de hoje recebe dois.,53,EDA-pt
4,ah é. e os aposentados que pagaram a vida inteira tem os seus vida reduzidos. de ajustagem. quem se aposentou com salários minimos hoje recebe duas.,53,EDA-pt
4,ah é. e os que pagaram a vida inteira os seus reduzidos. de ajustagem. quem se aposentou com salários recebe dois.,53,EDA-pt
4,é. e os aposentados que tem a vida inteira pagaram os seus reduzidos. de ajustagem reajuste. quem se aposentou com salários minimos presentemente hoje recebe dois.,53,EDA-pt
4,"Ah sim, certo? Aposentados que pagaram a vida inteira têm seus descontos reduzidos. reajuste de 3%. Quem se aposentou com salário mínimo recebe dois.",53,Pegasus
4,"Ah sim, sim? Aposentados que pagaram a vida inteira têm suas vidas reduzidas. O reajuste foi de 3%. Quem se aposentou com salário mínimo recebe dois.",53,Pegasus
4,Ai sim? Aposentados têm suas vidas reduzidas. 3% é reajustado. Aposentados que se aposentaram com salário mínimo recebem dois.,53,Pegasus
4,Ai sim? Aposentados têm suas vidas reduzidas. Ajuste de 3%. Os que se aposentam com salário mínimo recebem dois.,53,Pegasus
4,"Ai sim? Aposentados têm suas vidas reduzidas. reajuste de 2,5%. Os que se aposentam com salário mínimo recebem dois.",53,Pegasus
4,"Oh sim? Aposentados, que pagaram a vida inteira, têm jornada reduzida. 3% de mudança. Quem se aposentou com salário mínimo hoje ganha dois.",53,Pegasus
4,Sim Sim? Aposentados que pagaram a vida inteira têm suas vidas reduzidas. Houve reajuste de 3%. Quem se aposentou com salário mínimo ganha dois.,53,Pegasus
4,"Sim, de fato? Aposentados que pagaram a vida inteira reduziram. O percentual de reajuste foi de 3%. A pessoa que se aposentou com um salário mínimo hoje recebe dois.",53,Pegasus
4,Sim? Aposentados que pagaram a vida inteira têm sua redução. 3% é reajuste. As pessoas que se aposentam com salário mínimo recebem dois.,53,Pegasus
9,pergunta o porque não mostra o rosto dessa pessoa para que outras crianças não sejam atacadas mais,73,_origin
9,pergunta por que não mostrar o rosto dessa pessoa para que outras crianças não sejam mais atacadas,73,BT
9,é o porque não mostra o rosto dessa pessoa para que outras pessoas não sejam atacadas mais.,73,CWE
9,Mas o porque não mostra o rosto dessa colega para que outras crianças não sejam atacadas mais.,73,CWE
9,pergunta o porque não mostra o corpo dessa pessoa para que outra crianças não sejam atacadas mais.,73,CWE
9,pergunta o porque não mostra o DNA dessa pessoa para que outras crianças não sejam belas mais.,73,CWE
9,pergunta o porque não mostra o rosto a menina para que outras crianças não sejam atacadas mais.,73,CWE
9,pergunta o porque não mostra o rosto de senhora para que outras crianças não sejam atacadas mais.,73,CWE
9,pergunta o porque não mostra o rosto dessa pessoa para que dia tantas não sejam atacadas mais.,73,CWE
9,pergunta o porque não revela o rosto dessa pessoa para que outras crianças não sejam expostas mais.,73,CWE
9,pergunta o porque não vê o rosto dessa pessoa para que suas crianças não sejam atacadas mais.,73,CWE
9,pergunta o sistema não mostra o rosto dessa pessoa para que outras duas não sejam atacadas mais.,73,CWE
9,então por que você não mostra aquele rosto de pessoas que pede para que outras crianças não sejam mais atacadas.,73,EDA-BT
9,pergunta por que você não imagina que as pessoas enfrentam para que outras crianças não sejam mais atacadas.,73,EDA-BT
9,pergunta por que você não indica que as pessoas enfrentem para que outras crianças não sejam mais atacadas.,73,EDA-BT
9,pergunta por que você não mostra aquela face das pessoas para que outras crianças não sejam atacadas.,73,EDA-BT
9,pergunta por que você não mostra aquele rosto das pessoas para que as outras crianças não circulem mais.,73,EDA-BT
9,pergunta por que você não mostra aquele rosto de pessoas para que outras crianças não sejam mais atacadas.,73,EDA-BT
9,pergunta por que você não mostra o rosto das pessoas para que outras crianças não o sejam mais.,73,EDA-BT
9,pergunta por que você pergunta não mostra aquela cara de pessoas para que outras crianças não sejam mais atacadas.,73,EDA-BT
9,por que você mostra aquela cara de pessoas para que outras crianças não sejam mais atacadas.,73,EDA-BT
9,pergunta o porque não mostra o rosto dessa para que outras crianças não sejam atacadas mais.,73,EDA-pt
9,pergunta o porque não mostra o rosto dessa pessoa para que outras crianças tão pouco não sejam atacadas mais.,73,EDA-pt
9,pergunta o porque não mostra o rosto dessa pessoa para que outras temperamento crianças não sejam atacadas mais.,73,EDA-pt
9,pergunta o porque não mostra o rosto dessa ser humano para que outras crianças não sejam atacadas mais.,73,EDA-pt
9,pergunta o porque não mostra o rosto dessa temperamento para que outras crianças não sejam atacadas mais.,73,EDA-pt
9,pergunta o porque não o rosto dessa pessoa para que outras crianças não sejam atacadas mais.,73,EDA-pt
9,questão o porque não mostra o rosto dessa pessoa para que outras crianças não sejam atacadas mais.,73,EDA-pt
9,Por que você não mostra o rosto da pessoa para outras crianças?,73,Pegasus
9,Por que você não mostra o rosto da pessoa para que as outras crianças não sejam atacadas?,73,Pegasus
9,Por que você não mostra o rosto da pessoa para que outras crianças não a agridam?,73,Pegasus
9,Por que você não mostra o rosto daquela pessoa para que outras crianças não a agridam?,73,Pegasus
9,Por que você não mostra o rosto dessa pessoa para outras crianças?,73,Pegasus
9,Por que você não mostra o rosto dessa pessoa para que outras crianças não a ataquem?,73,Pegasus
9,Por que você não mostra o rosto dessa pessoa para que outras crianças não sejam atacadas?,73,Pegasus
4,voltou a atacar com a indústria da multa. Que nojo dessa gente.,114,_origin
4,voltou a atacar com a indústria fina. Como essas pessoas são nojentas.,114,BT
4,voltou ao ataque da indústria fina. Como essas pessoas são nojentas.,114,BT
4,Agora a atacar com a indústria da multa. Que nojo desta gente.,114,CWE
4,Nada a atacar com a indústria da multa. Que nojo disso gente.,114,CWE
4,Passa a atacar com a indústria da multa. Que nojo gosto gente.,114,CWE
4,voltou a atacar com a entrega da multa. Que nojo dessa casa.,114,CWE
4,voltou a atacar com a indústria da cerveja. Que nojo dessa menina.,114,CWE
4,voltou a atacar com a indústria da educação. Que nojo dessa rainha.,114,CWE
4,voltou a atacar com a oferta da multa. Que nojo dessa administração.,114,CWE
4,voltou a atacar com a saída da multa. Que nojo dessa mulher.,114,CWE
4,voltou a colaborar com a indústria da multa. Que nojo dessas gente.,114,CWE
4,voltou a lidar com a indústria da multa. Que nojo daquela gente.,114,CWE
4,para atacar com a indústria fina. como essas pessoas são repulsivas e repulsivas.,114,EDA-BT
4,retribuir para atacar com a boa indústria. como esses hoi polloi são nojentos.,114,EDA-BT
4,reverta para atacar com a indústria fina. como essas massas de pessoas são nojentas.,114,EDA-BT
4,voltou a atacar a boa indústria. como essas massas de pessoas são nojentas.,114,EDA-BT
4,voltou a atacar com a indústria bem. como essas pessoas são repugnantes.,114,EDA-BT
4,voltou a atacar com a multa. como essas massas de pessoas são nojentas.,114,EDA-BT
4,voltou a atacar com a refinada indústria da reeleição. são nojentas essas pessoas como.,114,EDA-BT
4,voltou ao ataque de diligência com a indústria fina. como essas massas são nojentas.,114,EDA-BT
4,a atacar com a indústria da multa. que nojo dessa pessoal.,114,EDA-pt
4,voltou a acometer com a indústria da multa. que massa nojo dessa gente.,114,EDA-pt
4,voltou a acometer com a indústria da multa. que nojo dessa.,114,EDA-pt
4,voltou a atacar com a manufatura da multa. que nojo dessa galera.,114,EDA-pt
4,voltou a atacar com manufatura a indústria da multa. que abominação nojo dessa gente.,114,EDA-pt
4,voltou a estuprar com a indústria da multa. gente nojo dessa que.,114,EDA-pt
4,A boa indústria foi atacada novamente. Essas pessoas são repulsivas.,114,Pegasus
4,A boa indústria foi atacada. Essas pessoas são nojentas.,114,Pegasus
4,A boa indústria voltou a atacar. Essas pessoas são tão repulsivas.,114,Pegasus
4,A indústria fina foi atacada de volta. Essas pessoas são tão nojentas.,114,Pegasus
4,A indústria fina foi atacada mais uma vez. As pessoas são nojentas.,114,Pegasus
4,A indústria fina foi atacada mais uma vez. Essas pessoas são terríveis.,114,Pegasus
4,A indústria fina voltou ao ataque. Essas pessoas não são legais.,114,Pegasus
4,A indústria fina voltou ao ataque. Essas pessoas são nojentas.,114,Pegasus
4,Foi devolvido para atacar a boa indústria. Essas pessoas não são boas.,114,Pegasus
4,Voltou a atacar a indústria fina. Essas pessoas são horríveis.,114,Pegasus
1,O site está cheio de erro e MUITAS pessoas nao conseguiram se inscrever e o mec nao se pronuncia! E ainda irão encerrar hoje?? Absurdo!,153,_origin
1,O site está cheio de erros e muitas pessoas não conseguiram se cadastrar e a diretoria não fala! Ainda estão fechados hoje?? boba!,153,BT
1,O site está cheio de erros e MUITAS pessoas não conseguiram se cadastrar e o mec não fala! E ainda vão fechar hoje?? Absurdo!,153,BT
1,O site está cheio de erros e MUITAS pessoas não conseguiram se cadastrar e o Mec não responde! E vão fechar hoje? Absurdo!,153,BT
1,"O site está cheio de erros, MUITAS pessoas não conseguiram se cadastrar e a mecânica está silenciosa! E ainda vão fechar hoje?? Absurdo!",153,BT
1,O blog está coberto de erro e MUITAS pessoas nao conseguiram se inscrever e o site nao se pronuncia! E ainda pra encerrar hoje?? Como!,153,CWE
1,O certificado está sinal de erro e MUITAS pessoas nao querem se inscrever e o mec nao se pronuncia! E ainda queria encerrar hoje?? Sim!,153,CWE
1,O Google está cheio de erro e MUITAS gente nao consegue se inscrever e o mec nao se pronuncia! E ainda irão fazer hoje?? Água!,153,CWE
1,O inglês está cheio de erros e MUITAS garotas nao conseguiram se inscrever e o mec nao se pronuncia! E ainda irão dar hoje?? Como!,153,CWE
1,O site está cheia de problemas e 2 pessoas nao conseguiram se inscrever e o mec nao se pronuncia! E antes irão encerrar hoje?? Ah!,153,CWE
1,O site está cheio de barreiras e MUITAS mulheres nao poderão se inscrever e o mec nao se pronuncia! E então irão encerrar hoje?? Amor!,153,CWE
1,O site está cheio de erro e existem outras nao vão se inscrever e o mec nao se pronuncia! E ainda sem encerrar hoje?? Vai!,153,CWE
1,O site está cheio de erro e MUITAS mulheres nao conseguiram se inscrever e o juramento nao se fez! E ainda irão vencer hoje?? Veja!,153,CWE
1,O site está cheio de erro e várias meninas nao conseguiram se inscrever e o trabalho nao se pronuncia! E quando irão encerrar hoje?? Pena!,153,CWE
1,O site está livre de erro e MUITAS palavras nao conseguiram se salvar e o mec nao se pronuncia! E ainda irão dar hoje?? Como!,153,CWE
1,o site está cheio de erros e muita gente matou não conseguiu se registrar e o mec não se manifestou. e eles ainda vão fechar hoje. absurdo risível.,153,EDA-BT
1,o site está cheio de erros e muita gente não conseguiu ler e o mec não fala nada. e eles vão fechar. absurdo.,153,EDA-BT
1,o site está cheio de erros e muita gente não conseguiu se cadastrar e o mec não se manifestou. e eles ainda fecharão o silêncio hoje. risível.,153,EDA-BT
1,o site está cheio de erros e muita gente não conseguiu se cadastrar e o mec nem fala. e eles ainda terminarão hoje. risível.,153,EDA-BT
1,o site está cheio de erros e muita gente não conseguiu se cadastrar e o mec nem fala. e eles ainda vão encher hoje. risível.,153,EDA-BT
1,o site está cheio de erros e muita irregularidade de pessoas que não conseguiram se cadastrar e o mec não fala nada. e eles ainda fecharão perto hoje. risível.,153,EDA-BT
1,o site está cheio de erros e um bando de gente não conseguiu se cadastrar e o mec não se manifestou. e ainda vai fechar hoje. irrisório.,153,EDA-BT
1,o site está cheio e muita gente não conseguiu se registrar e o mec não se manifestou. e eles ainda vão fechar agora. absurdo.,153,EDA-BT
1,o site cheio de erro e muitas pessoas conseguiram se inscrever e mec nao se pronuncia. e ainda irão encerrar hoje. absurdo.,153,EDA-pt
1,o site está cheio de engano e muitas pessoas nao conseguiram se inscrever e o mec nao se pronuncia. e até então irão encerrar hoje. absurdo.,153,EDA-pt
1,o site está cheio de erro e muitas pessoas nao conseguiram repleta se inscrever e o mec nao se pronuncia. e assim mesmo ainda irão encerrar hoje. absurdez absurdo.,153,EDA-pt
1,o site está cheio de erro e muitas pessoas nao conseguiram se inscrever e o mec pronunciação nao se pronuncia. e ainda irão encerrar presente. implausível.,153,EDA-pt
1,o site está cheio de erro e muitas pessoas nao conseguiram se recrutar e o mec nao se pronuncia. e ainda irão encerrar hoje. absurdo.,153,EDA-pt
1,o site está cheio de erro e muitas pessoas nao conseguiram website se inscrever e o mec nao se pronuncia. e ainda irão encerrar hoje. absurdo.,153,EDA-pt
1,o site está cheio se erro e muitas pessoas nao conseguiram se inscrever e o mec nao de pronuncia. e ainda irão encerrar presentemente hoje. risível.,153,EDA-pt
1,Muita gente não conseguiu se cadastrar e o mec não se manifesta porque o site está cheio de erros. Ainda fecham hoje? Absurdo!,153,Pegasus
1,Muita gente não conseguiu se cadastrar no site e o mec não se manifesta. Ainda vão fechar hoje? É Absurdo!,153,Pegasus
1,Muita gente não conseguiu se cadastrar por causa de erros do site e o mec não se manifesta. Ainda vão fechar hoje? Absurdo!,153,Pegasus
1,Muita gente não conseguiu se cadastrar por causa de erros do site e o mec não se manifesta. Eles ainda estão fechando hoje? Absurdo!,153,Pegasus
1,Muita gente não conseguiu se cadastrar por causa de erros do site e o mec não se manifesta. Eles ainda vão fechar este dia? Absurdo!,153,Pegasus
1,Muita gente não conseguiu se cadastrar por causa de erros do site e o mec não se manifestou. Ainda vão fechar? Absord!,153,Pegasus
1,Muita gente não conseguiu se cadastrar por causa de erros no site. Eles ainda podem fechar hoje? Absurdo!,153,Pegasus
1,Muita gente não conseguiu se cadastrar porque o site estava cheio de erros e o mec não se manifestou. Ainda estarão abertos hoje? É Absurdo!,153,Pegasus
1,Muita gente não conseguiu se cadastrar porque o site estava cheio de erros. Será que vão fechar hoje? Foi Absurdo!,153,Pegasus
1,O site está cheio de erros e muita gente não conseguiu se cadastrar. Continuarão fechados hoje? Absurdo!,153,Pegasus
1,Várias pessoas não conseguem se inscrever o site tá dando erro e o MEC não se pronuncia,154,_origin
1,"Múltiplas pessoas não conseguem logar, a página dá erro e o MEC não fala",154,BT
